Joke ID,Joke,Used,Posted
219,"What do you get when you cross a bee and a sheep? A bah-humbug.
",FALSE,
220,"Coffee has a tough time at my house, every morning it gets mugged.",FALSE,
221,"My cat was just sick on the carpet, I don’t think it’s feline well.",FALSE,
222,"Feeling pretty proud of myself. The Sesame Street puzzle I bought said 3-5 years, but I finished it in 18 months.",FALSE,
223,Did you hear about the submarine industry? It really took a dive...,FALSE,
224,"What's the difference between a hippo and a zippo? One is really heavy, the other is a little lighter.",FALSE,
225,I knew i shouldn’t have ate that seafood. Because now i’m feeling a little… Eel,TRUE,
226,"If two vegans are having an argument, is it still considered beef?",FALSE,
227,"What was the pumpkin’s favorite sport?

Squash.",FALSE,
228,Whats a penguins favorite relative? Aunt Arctica.,FALSE,
229,I had a dream that I was a muffler last night. I woke up exhausted!,FALSE,
230,What does an angry pepper do? It gets jalapeño face.,FALSE,
231,"I'd like to start a diet, but I've got too much on my plate right now.",FALSE,
232,Recent survey revealed 6 out of 7 dwarf's aren't happy.,FALSE,
233,Waking up this morning was an eye-opening experience.,FALSE,
234,I have the heart of a lion... and a lifetime ban from the San Diego Zoo.,FALSE,
235,"Why did the fireman wear red, white, and blue suspenders? To hold his pants up.",FALSE,
236,"What do you call a monkey in a mine field? A babooooom!
",FALSE,
237,"I just got fired from a florist, apparently I took too many leaves.",FALSE,
238,Did you hear that David lost his ID in prague? Now we just have to call him Dav.,FALSE,
239,"What did the big flower say to the littler flower? Hi, bud!",FALSE,
240,‘Put the cat out’ … ‘I didn’t realize it was on fire,FALSE,
241,"This morning I was wondering where the sun was, but then it dawned on me.",FALSE,
242,How does a French skeleton say hello? Bone-jour.,FALSE,
243,What do you call a girl between two posts? Annette.,FALSE,
244,"A dad washes his car with his son. But after a while, the son says, ""why can't you just use a sponge?""",FALSE,
245,What do you call an eagle who can play the piano? Talonted!,FALSE,
246,"Nurse: Doctor, there's a patient that says he's invisible. Doctor: Well, tell him I can't see him right now!",FALSE,
247,"How many hipsters does it take to change a lightbulb? Oh, it's a really obscure number. You've probably never heard of it.",FALSE,
248,What’s brown and sounds like a bell? Dung!,FALSE,
249,What did the piece of bread say to the knife? Butter me up.,FALSE,
250,My New Years resolution is to stop leaving things so late.,FALSE,
251,"Today a girl said she recognized me from vegetarian club, but I’m sure I’ve never met herbivore.",FALSE,
252,I been watching a channel on TV that is strictly just about origami — of course it is paper-view.,FALSE,
253,What do you call a fish with no eyes? A fsh.,FALSE,
254,"Thanks for explaining the word ""many"" to me. It means a lot.",FALSE,
255,How do you make a hankie dance? Put a little boogie in it.,FALSE,
256,How does the moon cut his hair? Eclipse it.,FALSE,
257,Where do hamburgers go to dance? The meat-ball.,FALSE,
258,What do you call a fashionable lawn statue with an excellent sense of rhythmn? A metro-gnome,FALSE,
259,To the guy who invented zero... thanks for nothing.,FALSE,
260,"Two guys walked into a bar, the third one ducked.",FALSE,
261,I’ve got this disease where I can’t stop making airport puns. The doctor says it terminal.,FALSE,
262,What's blue and not very heavy?  Light blue.,FALSE,
263,"At the boxing match, the dad got into the popcorn line and the line for hot dogs, but he wanted to stay out of the punchline.",FALSE,
264,I decided to sell my Hoover… well it was just collecting dust.,FALSE,
265,"Child: Dad, make me a sandwich. Dad: Poof! You're a sandwich.",FALSE,
266,What kind of award did the dentist receive? A little plaque.,FALSE,
267,Have you heard about corduroy pillows?  They're making headlines!,FALSE,
268,How much does a hipster weigh? An instagram.,FALSE,
269,What do vegetarian zombies eat? Grrrrrainnnnnssss.,FALSE,
270,"Why did the banana go to the doctor? He was not ""peeling"" well.",FALSE,
271,What musical instrument is found in the bathroom? A tuba toothpaste.,FALSE,
272,"What did the drummer name her twin daughters? Anna One, Anna Two...",FALSE,
273,"I was wondering why the frisbee was getting bigger, then it hit me.",FALSE,
274,Don't trust atoms. They make up everything.,FALSE,
275,I’m reading a book on the history of glue – can’t put it down.,FALSE,
276,What do you get if you put a duck in a cement mixer? Quacks in the pavement.,FALSE,
277,I wish I could clean mirrors for a living. It's just something I can see myself doing.,FALSE,
278,I won an argument with a weather forecaster once. His logic was cloudy...,FALSE,
279,I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.,FALSE,
280,What is the leading cause of dry skin? Towels,FALSE,
281,What do you call two barracuda fish?  A Pairacuda!,FALSE,
282,How was the snow globe feeling after the storm? A little shaken.,FALSE,
283,"I'm sorry. ""Hi sorry, I'm dad""",FALSE,
284,"Doctor: Do you want to hear the good news or the bad news?
Patient: Good news please.
Doctor: we're naming a disease after you.",FALSE,
285,Where do rabbits go after they get married? On a bunny-moon.,FALSE,
286,What lies at the bottom of the ocean and twitches? A nervous wreck.,FALSE,
287,Did you hear about the guy who invented Lifesavers? They say he made a mint.,FALSE,
288,What do you call a pig that knows karate? A pork chop!,FALSE,
289,Why do birds fly south for the winter? Because it's too far to walk.,FALSE,
290,Why doesn't the Chimney-Sweep call out sick from work? Because he's used to working with a flue.,FALSE,
291,"A farmer had 297 cows, when he rounded them up, he found he had 300",FALSE,
292,I considered building the patio by myself. But I didn't have the stones.,FALSE,
293,"My friend keeps telling me ""Cheer up. You aren't stuck in a deep hole in the ground, filled with water.""
I know he means well.",FALSE,
294,"Why does it take longer to get from 1st to 2nd base, than it does to get from 2nd to 3rd base? Because there’s a Shortstop in between!",FALSE,
295,What is the tallest building in the world? The library – it’s got the most stories!,FALSE,
296,What do Alexander the Great and Winnie the Pooh have in common? Same middle name.,FALSE,
297,I used to have a job at a calendar factory but I got the sack because I took a couple of days off.,FALSE,
298,"It's been months since I bought the book ""how to scam people online"". It still hasn't turned up.",FALSE,
299,"Can February march? No, but April may.",FALSE,
300,"Where do cats write notes?
Scratch Paper!",FALSE,
301,What do you call a pig with three eyes? Piiig,FALSE,
302,What do you get hanging from Apple trees? Sore arms.,FALSE,
303,Did you know the first French fries weren't actually cooked in France? They were cooked in Greece.,FALSE,
304,Did you know that protons have mass? I didn't even know they were catholic.,FALSE,
305,What is a vampire's favorite fruit? A blood orange.,FALSE,
306,I'm practicing for a bug-eating contest and I've got butterflies in my stomach.,FALSE,
307,Where do young cows eat lunch? In the calf-ateria.,FALSE,
308,When is a door not a door? When it's ajar.,FALSE,
309,I went to the doctor today and he told me I had type A blood but it was a type O.,FALSE,
310,"I bought shoes from a drug dealer once. I don't know what he laced them with, but I was tripping all day.",FALSE,
311,Where does batman go to the bathroom? The batroom.,FALSE,
312,Why do cows wear bells? Because their horns don't work.,FALSE,
313,"What did the green grape say to the purple grape?
BREATH!!",FALSE,
314,Did you hear about the scientist who was lab partners with a pot of boiling water? He had a very esteemed colleague.,FALSE,
315,Why does a chicken coop only have two doors? Because if it had four doors it would be a chicken sedan.,FALSE,
316,The invention of the wheel was what got things rolling,FALSE,
317,I've started telling everyone about the benefits of eating dried grapes. It's all about raisin awareness.,FALSE,
318,Just read a few facts about frogs. They were ribbiting.,FALSE,
319,"My wife is on a tropical fruit diet, the house is full of stuff. It is enough to make a mango crazy.",FALSE,
320,Why are oranges the smartest fruit? Because they are made to concentrate.,FALSE,
321,What do you call a droid that takes the long way around? R2 detour.,FALSE,
322,"Someone asked me, what's the ninth letter of the alphabet? It was a complete guess, but I was right.",FALSE,
323,Why does Waldo only wear stripes? Because he doesn't want to be spotted.,FALSE,
324,Toasters were the first form of pop-up notifications.,FALSE,
325,What do you call a fly without wings? A walk.,FALSE,
326,Where do you take someone who has been injured in a Peek-a-boo accident? To the I.C.U.,FALSE,
327,My pet mouse 'Elvis' died last night. He was caught in a trap..,FALSE,
328,Whoever invented the knock-knock joke should get a no bell prize.,FALSE,
329,What do you call a guy lying on your doorstep? Matt.,FALSE,
330,Why do valley girls hang out in odd numbered groups? Because they can't even.,FALSE,
331,"Dad, can you put my shoes on? I don't think they'll fit me.",FALSE,
332,Why was the picture sent to prison? It was framed.,FALSE,
333,Why do we tell actors to “break a leg?” Because every play has a cast.,FALSE,
334,"I was going to learn how to juggle, but I didn't have the balls.",FALSE,
335,Why do nurses carry around red crayons? Sometimes they need to draw blood.,FALSE,
336,"What did the digital clock say to the grandfather clock? Look, no hands!",FALSE,
337,"“Hold on, I have something in my shoe”  “I’m pretty sure it’s a foot”",FALSE,
338,I can't take my dog to the pond anymore because the ducks keep attacking him. That's what I get for buying a pure bread dog.,FALSE,
339,What did one snowman say to the other snow man? Do you smell carrot?,FALSE,
340,A Skeleton walked into a bar he said I need a beer and a mop,FALSE,
341,"Want to hear a joke about construction? Nah, I'm still working on it.",FALSE,
342,Sore throats are a pain in the neck!,FALSE,
343,Why did the man put his money in the freezer? He wanted cold hard cash!,FALSE,
344,If you’re struggling to think of what to get someone for Christmas. Get them a fridge and watch their face light up when they open it.,FALSE,
345,What did one wall say to the other wall? I'll meet you at the corner!,FALSE,
346,What do you call a crowd of chess players bragging about their wins in a hotel lobby? Chess nuts boasting in an open foyer.,FALSE,
347,Sometimes I tuck my knees into my chest and lean forward.  That’s just how I roll.,FALSE,
348,How many tickles does it take to tickle an octopus? Ten-tickles!,FALSE,
349,Where did you learn to make ice cream? Sunday school.,FALSE,
350,What do you call a fat psychic? A four-chin teller.,FALSE,
351,Why did the teddy bear say “no” to dessert? Because she was stuffed.,FALSE,
352,I ordered a chicken and an egg from Amazon. I'll let you know.,FALSE,
353,"What did the scarf say to the hat? You go on ahead, I am going to hang around a bit longer.",FALSE,
354,Leather is great for sneaking around because it's made of hide.,FALSE,
355,How do you find Will Smith in the snow?  Look for fresh prints.,FALSE,
356,"To be Frank, I'd have to change my name.",FALSE,
357,Where’s the bin? Dad: I haven’t been anywhere!,FALSE,
358,What time did the man go to the dentist? Tooth hurt-y.,FALSE,
359,Frankenstein enters a bodybuilding competition and finds he has seriously misunderstood the objective.,FALSE,
360,Where do sheep go to get their hair cut? The baa-baa shop.,FALSE,
361,Did you hear about the guy whose whole left side was cut off? He's all right now.,FALSE,
362,"There’s a new type of broom out, it’s sweeping the nation.",FALSE,
363,"Me: If humans lose the ability to hear high frequency volumes as they get older, can my 4 week old son hear a dog whistle?

Doctor: No, humans can never hear that high of a frequency no matter what age they are.

Me: Trick question... dogs can't whistle.",FALSE,
364,It was raining cats and dogs the other day. I almost stepped in a poodle.,FALSE,
365,"Have you heard the rumor going around about butter? Never mind, I shouldn't spread it.",FALSE,
366,What did Romans use to cut pizza before the rolling cutter was invented? Lil Caesars,FALSE,
367,"I used to work at a stationery store.  But, I didn't feel like I was going anywhere.

So, I got a job at a travel agency.  Now, I know I'll be going places.",FALSE,
368,Why don't sharks eat clowns?  Because they taste funny.,FALSE,
369,Ben & Jerry's really need to improve their operation. The only way to get there is down a rocky road.,FALSE,
370,"If I could name myself after any Egyptian god, I'd be Set.",FALSE,
371,Why are fish easy to weigh? Because they have their own scales.,FALSE,
372,I used to work for an origami company but they folded.,FALSE,
373,I've got a joke about vegetables for you... but it's a bit corny.,FALSE,
374,Did you hear the news? FedEx and UPS are merging. They’re going to go by the name Fed-Up from now on.,FALSE,
375,Do I enjoy making courthouse puns? Guilty,FALSE,
376,Don't buy flowers at a monastery. Because only you can prevent florist friars.,FALSE,
377,"Why can't you use ""Beef stew"" as a password? Because it's not stroganoff.",FALSE,
378,I used to work in a shoe recycling shop. It was sole destroying.,FALSE,
379,Why did the half blind man fall in the well? Because he couldn't see that well!,FALSE,
380,Why did the sentence fail the driving test? It never came to a full stop.,FALSE,
381,"The other day I was listening to a song about superglue, it’s been stuck in my head ever since.",FALSE,
382,"If you think swimming with dolphins is expensive, you should try swimming with sharks--it cost me an arm and a leg!",FALSE,
383,Why did the belt go to prison? He held up a pair of pants!,FALSE,
384,R.I.P. boiled water. You will be mist.,FALSE,
385,"When you have a bladder infection, urine trouble.",FALSE,
386,What concert costs only 45 cents? 50 cent featuring Nickelback.,FALSE,
387,Never take advice from electrons. They are always negative.,FALSE,
388,"I was so proud when I finished the puzzle in six months, when on the side it said three to four years.",FALSE,
389,What is a tornado's favorite game to play? Twister!,FALSE,
390,What did the grape do when he got stepped on? He let out a little wine.,FALSE,
391,"Whenever the cashier at the grocery store asks my dad if he would like the milk in a bag he replies, ‘No, just leave it in the carton!’",FALSE,
392,"I asked a frenchman if he played video games. He said ""Wii""",FALSE,
393,"I had a pair of racing snails. I removed their shells to make them more aerodynamic, but they became sluggish.",FALSE,
394,What do you call a sheep with no legs? A cloud.,FALSE,
395,Which is the fastest growing city in the world? Dublin',FALSE,
396,"I broke my finger at work today, on the other hand I'm completely fine.",FALSE,
397,Did you hear about the two thieves who stole a calendar? They each got six months.,FALSE,
398,"Two muffins were sitting in an oven, and the first looks over to the second, and says, “man, it’s really hot in here”. The second looks over at the first with a surprised look, and answers, “WHOA, a talking muffin!”",FALSE,
399,"I've just written a song about a tortilla. Well, it is more of a rap really.",FALSE,
400,What do you call a group of killer whales playing instruments? An Orca-stra.,FALSE,
401,What's the worst thing about ancient history class? The teachers tend to Babylon.,FALSE,
402,"Chances are if you' ve seen one shopping center, you've seen a mall.",FALSE,
403,Why did the feline fail the lie detector test? Because he be lion.,FALSE,
